ssoc_code,title,major_group,major_group_label,sub_major,description,slug
11110,Legislator,1,Managers,11,1112 Senior Government and Statutory Board Officials,legislator
11122,Senior statutory board official,1,Managers,11,1114 Senior Officials of Political Party Organisations,senior-statutory-board-official
11140,Senior official of political party organisation,1,Managers,11,"1115 Senior Officials of Employers’, Workers’ and Related Economic-Interest Organisations",senior-official-of-political-party-organisation
11150,Senior official of employers’/workers’ and related economic-interest organisation,1,Managers,11,1116 Senior Officials of Humanitarian and Other Special-Interest Organisations,senior-official-of-employers-workers-and-related-economic-interest-organisation
11160,Senior official of humanitarian and other special-interest organisation,1,Managers,11,"112 MANAGING DIRECTORS, CHIEF EXECUTIVES AND GENERAL MANAGERS 1120 Managing Directors, Chief Executives and General Managers",senior-official-of-humanitarian-and-other-special-interest-organisation
11203,Chief operating officer/General manager,1,Managers,11,12 ADMINISTRATIVE AND COMMERCIAL MANAGERS 121 BUSINESS SERVICES AND ADMINISTRATION MANAGERS 1211 Finance and Administration Managers,chief-operating-officer-general-manager
12113,Audit manager,1,Managers,12,1212 Human Resource Managers,audit-manager
12123,Training manager,1,Managers,12,"18  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 1: Legislators, Senior Officials and Managers 1213 Policy and Planning Managers",training-manager
12133,Risk management manager,1,Managers,12,1219 Business Services and Administration Managers Not Elsewhere Classified,risk-management-manager
12199,Other business services/administration manager n.e.c.,1,Managers,12,"122 SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS 1221 Sales and Business Development Managers",other-business-services-administration-manager-n-e-c
12215,Online sales channel manager,1,Managers,12,"1222 Marketing, Advertising and Public Relations Managers",online-sales-channel-manager
12222,Marketing manager,1,Managers,12,1223 Research and Development Managers,marketing-manager
12230,Research and development manager,1,Managers,12,1224 Customer Service and Call Centre Managers,research-and-development-manager
12242,Call centre manager,1,Managers,12,13 PRODUCTION AND SPECIALISED SERVICES MANAGERS 131 PRODUCTION MANAGERS IN AGRICULTURE AND FISHERIES 1310 Production Managers in Agriculture and Fisheries,call-centre-manager
13100,Production manager in agriculture/fisheries,1,Managers,13,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  19 Major Group 1: Legislators, Senior Officials and Managers 132 MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS 1321 Manufacturing Managers",production-manager-in-agriculture-fisheries
13210,Manufacturing manager,1,Managers,13,1323 Construction Managers,manufacturing-manager
13230,Construction manager,1,Managers,13,"1324 Transport, Supply, Distribution and Related Managers",construction-manager
13245,Port/Shipping operations manager,1,Managers,13,1329 Production and Operations Managers Not Elsewhere Classified,port-shipping-operations-manager
13299,Other production/operations manager n.e.c.,1,Managers,13,133 INFORMATION AND COMMUNICATIONS TECHNOLOGY SERVICE MANAGERS 1330 Information and Communications Technology Service Managers,other-production-operations-manager-n-e-c
13301,Chief information officer/Chief technology officer/Chief information security,1,Managers,13,officer,chief-information-officer-chief-technology-officer-chief-information-security
13302,Application development manager Alternative Title,1,Managers,13,"Improvements to Detailed Definitions 4.13 Detailed definitions for some 50 codes have been enhanced to provide greater clarity in the descriptions of the main tasks/duties of the occupations in order to facilitate easier coding and appropriate use of the classification. Stylistic Edits to Classification Structure and Detailed Definitions 4.14 To improve stylistic coherence across the titles in classification structure and detailed definitions, stylistic edits have been implemented. 4.15 Where multiple occupations are mentioned in the five-digit occupational title, a “/” would be used for consistency and better distinction of the different occupations. Instances of “including” and “e.g.” in the main occupational titles will be removed, with these additional titles shifted to the illustrative examples in the detailed definitions for the occupation and/or added to the alphabetical index. Titles for residual codes from the sub-major group (two-digit) to occupation (five-digit) have also been aligned in the usage of terms “Other”, “Not elsewhere classified” or “n.e.c.”. The detailed definitions for the residual codes at the unit group (four-digit) and occupation (five-digit) have also been standardised. Singapore Department of Statistics Singapore Standard Occupational Classification 2024  15 5 Linking SSOC with SFw2 5.1 To facilitate analysis and comparison between SFw related information and index. New SSOC codes have been created if necessary, and changes to the scope and titles of existing SSOC codes have been made to improve the linkage between SSOC and SFw. The alphabetical index is updated half-yearly to take into account the refresh of the SFw. 5.2 Nonetheless, it should be noted that SSOC and SFw are not directly comparable due to differences in coverage, construct and purpose. SSOC is a statistical classification that is adapted from ISCO to ensure international comparability and covers all occupations whereas SFw provides information on sectors, new and changing job roles, as well as in- demand and emerging skills required for the job roles. 6 How to Determine the Appropriate Occupational Code for an Occupation 6.1 There are two ways to find an appropriate SSOC code in SSOC 2024: (a) Refer to the alphabetical index or use the SingStat SSOC Search to look for the job title by which the occupation is known, and select the most appropriate SSOC code by referring to the detailed definition. Consideration should be given to possible synonyms and abbreviations of the words in the job title; or (b) Refer to the classification structure to classify the job broadly, either at the sub-major, minor group or unit group level before narrowing down to the most appropriate five-digit code at the occupational level. The choice of SSOC code should be confirmed by referring to the detailed definition. 2 The Skills Framework (SFw) is an integral component of the Singapore’s Industry Transformation Maps. It aims to create a common skills language for individuals, employers training providers and tripartite partners which facilitates skills recognition and support the design of training programmes for skills and career development, enhance business competitiveness and support employment and employability. As at end-December 2023, there were 35 sectoral SFws and over 1,790 job roles covering more than two- thirds of the workforce. 16  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Part II: Classification Structure of SSOC Singapore Department of Statistics Singapore Standard Occupational Classification 2024  17 Major Group 1: Legislators, Senior Officials and Managers Major Group 1: Legislators, Senior Officials and Managers 1 LEGISLATORS, SENIOR OFFICIALS AND MANAGERS 11 LEGISLATORS, SENIOR OFFICIALS AND CHIEF EXECUTIVES 111 LEGISLATORS AND SENIOR OFFICIALS 1111 Legislators",application-development-manager-alternative-title
13306,ICT product design manager,1,Managers,13,"134 PROFESSIONAL, FINANCIAL, COMMUNITY AND SOCIAL SERVICES MANAGERS 1341 Preschool Education and Early Intervention Centre Managers",ict-product-design-manager
13410,Preschool education/Early intervention centre manager,1,Managers,13,1342 Health Services Managers,preschool-education-early-intervention-centre-manager
13420,Health services manager,1,Managers,13,1343 Aged Care Services Managers,health-services-manager
13430,Aged care services manager,1,Managers,13,"20  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 1: Legislators, Senior Officials and Managers 1344 Community and Social Services Managers",aged-care-services-manager
13442,Volunteer manager,1,Managers,13,1345 Education and Training Institution Managers,volunteer-manager
13459,Education/Training institution manager n.e.c.,1,Managers,13,1346 Financial and Insurance Services Managers,education-training-institution-manager-n-e-c
13463,Financial risk manager,1,Managers,13,"1349 Professional, Financial, Community and Social Services Managers Not Elsewhere Classified",financial-risk-manager
13499,Other professional/financial/community/social services manager n.e.c.,1,Managers,13,"14 HOSPITALITY, RETAIL AND RELATED SERVICES MANAGERS 141 HOTEL AND FOOD AND BEVERAGES SERVICES MANAGERS 1411 Hotel Operations and Lodging Services Managers",other-professional-financial-community-social-services-manager-n-e-c
14110,Hotel operations/Lodging services manager,1,Managers,14,1412 Food and Beverages Services Managers,hotel-operations-lodging-services-manager
14123,Food and beverage operations manager,1,Managers,14,142 RETAIL AND WHOLESALE TRADE MANAGERS 1420 Retail and Wholesale Trade Managers,food-and-beverage-operations-manager
14202,Wholesale trade manager,1,Managers,14,143 OTHER SERVICES MANAGERS 1431 Sports Centre Managers,wholesale-trade-manager
14310,Sports centre manager,1,Managers,14,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  21 Major Group 1: Legislators, Senior Officials and Managers 1432 Recreation Centre Managers",sports-centre-manager
14329,Recreation centre manager n.e.c.,1,Managers,14,1433 Arts and Cultural Centre Managers,recreation-centre-manager-n-e-c
14330,Arts/Cultural centre manager,1,Managers,14,1439 Services Managers Not Elsewhere Classified,arts-cultural-centre-manager
14399,Other services manager n.e.c.,1,Managers,14,22  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals Major Group 2: Professionals 2 PROFESSIONALS 21 SCIENCE AND ENGINEERING PROFESSIONALS 211 PHYSICAL AND EARTH SCIENCE PROFESSIONALS 2111 Physicists and Astronomers,other-services-manager-n-e-c
21110,Physicist/Astronomer,2,Professionals,21,2112 Meteorologists,physicist-astronomer
21120,Meteorologist,2,Professionals,21,2113 Chemists,meteorologist
21130,Chemist,2,Professionals,21,"2114 Geologists, Geophysicists and Related Physical Science Professionals",chemist
21149,Geologist/Geophysicist and related physical science professional n.e.c.,2,Professionals,21,"212 MATHEMATICIANS, ACTUARIES, STATISTICIANS AND RELATED PROFESSIONALS 2121 Mathematicians, Operations Research Analysts and Actuaries",geologist-geophysicist-and-related-physical-science-professional-n-e-c
21213,Actuary,2,Professionals,21,2122 Statisticians and Data Scientists,actuary
21222,Data scientist,2,Professionals,21,"2123 Other Statistical, Mathematical and Actuarial Professionals",data-scientist
21239,Other statistical/mathematical/actuarial professional n.e.c.,2,Professionals,21,"213 LIFE SCIENCE PROFESSIONALS 2131 Biologists, Botanists, Zoologists and Related Professionals",other-statistical-mathematical-actuarial-professional-n-e-c
21319,Biologist/Botanist/Zoologist and related professional n.e.c.,2,Professionals,21,"2132 Farming, Forestry and Fishery Advisers Singapore Department of Statistics Singapore Standard Occupational Classification 2024  23 Major Group 2: Professionals",biologist-botanist-zoologist-and-related-professional-n-e-c
21329,Farming/Forestry/Fishery adviser n.e.c.,2,Professionals,21,2133 Environmental Protection and Related Professionals,farming-forestry-fishery-adviser-n-e-c
21339,Environmental protection and related professional n.e.c.,2,Professionals,21,2134 Pharmacologists and Related Professionals,environmental-protection-and-related-professional-n-e-c
21349,Pharmacologist and related professional n.e.c.,2,Professionals,21,214 ENGINEERING PROFESSIONALS I 2141 Industrial and Production Engineers,pharmacologist-and-related-professional-n-e-c
21415,Process engineer,2,Professionals,21,2142 Civil Engineers,process-engineer
21422,Building construction engineer,2,Professionals,21,2143 Environmental Engineers,building-construction-engineer
21430,Environmental engineer,2,Professionals,21,24  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals 2144 Mechanical Engineers (Excluding Transport and Vehicle Engineers),environmental-engineer
21444,Port equipment engineer,2,Professionals,21,2145 Chemical Engineers,port-equipment-engineer
21454,Food/Drink technologist,2,Professionals,21,"2146 Mining Engineers, Metallurgists and Related Professionals",food-drink-technologist
21460,Mining engineer/Metallurgist and related professional,2,Professionals,21,2147 Transport and Vehicle Engineers,mining-engineer-metallurgist-and-related-professional
21475,Rolling stock engineer,2,Professionals,21,2149 Engineering Professionals Not Elsewhere Classified,rolling-stock-engineer
21499,Other engineering professional n.e.c.,2,Professionals,21,215 ENGINEERING PROFESSIONALS II (Cont’d) 2151 Electrical Engineers Singapore Department of Statistics Singapore Standard Occupational Classification 2024  25 Major Group 2: Professionals,other-engineering-professional-n-e-c
21513,Lift engineer,2,Professionals,21,2152 Electronics Engineers,lift-engineer
21526,Embedded systems engineer,2,Professionals,21,2153 Telecommunications Engineers,embedded-systems-engineer
21532,Telecommunications engineer,2,Professionals,21,"216 ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS 2161 Building Architects",telecommunications-engineer
21610,Building architect,2,Professionals,21,2162 Landscape Architects and Designers,building-architect
21622,Landscape designer,2,Professionals,21,2163 Fashion and Product Designers,landscape-designer
21632,Product/Industrial designer,2,Professionals,21,2164 Urban and Related Planners,product-industrial-designer
21649,Urban and related planner n.e.c.,2,Professionals,21,2165 Surveyors and Cartographers,urban-and-related-planner-n-e-c
21659,Surveyor/Cartographer n.e.c.,2,Professionals,21,2166 Graphic and Multimedia Designers and Artists 26  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals,surveyor-cartographer-n-e-c
21669,Graphic/Multimedia designer/artist n.e.c.,2,Professionals,21,2167 Service Designers,graphic-multimedia-designer-artist-n-e-c
21670,Service designer,2,Professionals,21,217 SHIP AND AIRCRAFT RELATED PROFESSIONALS 2171 Ship Engineers and Related Professionals,service-designer
21714,Marine superintendent,2,Professionals,21,2172 Aircraft Pilots and Related Professionals,marine-superintendent
21729,Aircraft pilot and related professional n.e.c.,2,Professionals,21,22 HEALTH PROFESSIONALS 221 MEDICAL DOCTORS 2211 Generalist Medical Practitioners,aircraft-pilot-and-related-professional-n-e-c
22110,General practitioner/physician,2,Professionals,22,2212 Specialist Medical Practitioners (Medical),general-practitioner-physician
22128,Psychiatrist,2,Professionals,22,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  27 Major Group 2: Professionals,psychiatrist
22129,Specialist medical practitioner (medical) n.e.c.,2,Professionals,22,2213 Specialist Medical Practitioners (Surgical),specialist-medical-practitioner-medical-n-e-c
22139,Specialist medical practitioner (surgical) n.e.c.,2,Professionals,22,2214 Specialist Medical Practitioners (Other Specialisations),specialist-medical-practitioner-surgical-n-e-c
22149,Specialist medical practitioner (other specialisation) n.e.c.,2,Professionals,22,222 NURSING PROFESSIONALS 2220 Nursing Professionals,specialist-medical-practitioner-other-specialisation-n-e-c
22200,Registered nurse and related nursing professional (excluding enrolled nurse),2,Professionals,22,223 TRADITIONAL AND COMPLEMENTARY MEDICINE PROFESSIONALS 2230 Traditional and Complementary Medicine Professionals,registered-nurse-and-related-nursing-professional-excluding-enrolled-nurse
22302,Traditional Chinese medicine acupuncturist,2,Professionals,22,225 VETERINARIANS 2250 Veterinarians 28  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals,traditional-chinese-medicine-acupuncturist
22500,Veterinarian,2,Professionals,22,226 OTHER HEALTH PROFESSIONALS 2261 Dentists,veterinarian
22612,Specialised dentist,2,Professionals,22,2262 Pharmacists,specialised-dentist
22629,Pharmacist n.e.c.,2,Professionals,22,2263 Environmental and Occupational Health and Hygiene Professionals,pharmacist-n-e-c
22639,Environmental and occupational health and hygiene professional n.e.c.,2,Professionals,22,2264 Physiotherapists,environmental-and-occupational-health-and-hygiene-professional-n-e-c
22640,Physiotherapist,2,Professionals,22,2265 Dietitians and Nutritionists,physiotherapist
22652,Nutritionist,2,Professionals,22,2266 Audiologists and Speech Therapists,nutritionist
22662,Speech therapist,2,Professionals,22,2267 Optometrists,speech-therapist
22670,Optometrist,2,Professionals,22,2268 Occupational Therapists,optometrist
22680,Occupational therapist,2,Professionals,22,2269 Health Professionals Not Elsewhere Classified,occupational-therapist
22699,Other health professional n.e.c.,2,Professionals,22,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  29 Major Group 2: Professionals 23 TEACHING AND TRAINING PROFESSIONALS 231 UNIVERSITY, POLYTECHNIC AND HIGHER EDUCATION TEACHERS 2310 University, Polytechnic and Higher Education Teachers",other-health-professional-n-e-c
23109,University/Polytechnic/Higher education teacher n.e.c.,2,Professionals,23,232 JUNIOR COLLEGE AND PRE-UNIVERSITY EDUCATION TEACHERS 2320 Junior College and Pre-University Education Teachers,university-polytechnic-higher-education-teacher-n-e-c
23200,Junior college/Pre-university teacher,2,Professionals,23,233 VOCATIONAL EDUCATION TEACHERS AND TRAINERS 2330 Vocational Education Teachers and Trainers,junior-college-pre-university-teacher
23300,Technical/Vocational/Commercial education institute teacher/trainer,2,Professionals,23,234 SECONDARY EDUCATION TEACHERS 2340 Secondary Education Teachers,technical-vocational-commercial-education-institute-teacher-trainer
23400,Secondary school teacher,2,Professionals,23,235 PRIMARY EDUCATION TEACHERS 2350 Primary School Teachers,secondary-school-teacher
23500,Primary school teacher,2,Professionals,23,236 OTHER TEACHING PROFESSIONALS 2361 Education Methods Specialists,primary-school-teacher
23619,Education methods specialist n.e.c.,2,Professionals,23,2362 Special Education Teachers,education-methods-specialist-n-e-c
23629,Special education teacher n.e.c.,2,Professionals,23,2369 Teaching Professionals Not Elsewhere Classified,special-education-teacher-n-e-c
23690,Teaching professional n.e.c.,2,Professionals,23,30  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals 24 BUSINESS AND ADMINISTRATION PROFESSIONALS 241 FINANCE PROFESSIONALS 2411 Accountants,teaching-professional-n-e-c
24113,Tax accountant,2,Professionals,24,2412 Financial and Investment Advisers,tax-accountant
24122,Business valuer,2,Professionals,24,2413 Financial Analysts and Related Professionals,business-valuer
24139,Financial analyst and related professional n.e.c.,2,Professionals,24,2414 Securities and Finance Dealers,financial-analyst-and-related-professional-n-e-c
24149,Securities/Finance dealer n.e.c.,2,Professionals,24,2415 Securities and Finance Brokers,securities-finance-dealer-n-e-c
24159,Securities/Finance broker n.e.c.,2,Professionals,24,2416 Insurance Underwriters,securities-finance-broker-n-e-c
24160,Insurance underwriter,2,Professionals,24,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  31 Major Group 2: Professionals 242 ADMINISTRATION PROFESSIONALS 2421 Management and Business Consultants,insurance-underwriter
24214,Sustainability project development/management professional,2,Professionals,24,2422 Policy Administration Professionals,sustainability-project-development-management-professional
24222,Risk analyst (non-financial),2,Professionals,24,2423 Human Resource Professionals,risk-analyst-non-financial
24234,Industrial relations officer,2,Professionals,24,2424 Training and Staff Development Professionals,industrial-relations-officer
24240,Training/Staff development professional,2,Professionals,24,2425 Intellectual Property Professionals,training-staff-development-professional
24252,Intellectual property examiner,2,Professionals,24,2429 Administration Professionals Not Elsewhere Classified,intellectual-property-examiner
24299,Other administration professional n.e.c.,2,Professionals,24,243 MARKETING AND PUBLIC RELATIONS PROFESSIONALS 2431 Advertising and Marketing Professionals,other-administration-professional-n-e-c
24315,Revenue specialist,2,Professionals,24,2432 Public Relations Professionals 32  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals,revenue-specialist
24320,Public relations/Corporate communications professional,2,Professionals,24,2433 Specialised Goods Sales Professionals,public-relations-corporate-communications-professional
24339,Specialised goods sales professional n.e.c.,2,Professionals,24,2435 Commodities and Freight Traders,specialised-goods-sales-professional-n-e-c
24354,Environmental commodities trader,2,Professionals,24,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  13 Creation of New Codes for Other New Occupations 4.7 Further to the above, to cater to the increase in occupations in certain fields with main tasks and duties that are distinct from existing occupations in the SSOC as well as new occupations becoming more prevalent in emerging industries, separate five-digit codes have been created for them in the SSOC 2024. This includes new five-digit codes created for agriculturist and aquaculturist, which were previously subsumed in the residual code. A new code has also been created for non-financial risk analyst as such role becomes increasingly distinct from the generic policy planning professionals. A separate code has also been created for executive secretary in acknowledgement of the higher skill level required compared to the usual secretaries to perform the additional specialised organisational and administrative tasks to support top executives. 4.8 To better reflect the different tasks and duties performed by credit and loans officers from that of other financial services back-office associate professional support roles, a new four-digit unit group has been created to distinguish these roles which typically perform back-office transactions and operational support, from credit and loans officers who analyse and evaluate financial information on applications for credit. Creation of New Three-digit Minor Group for Social Services, Counselling and Related Professionals 4.9 A new three-digit Minor Group 266 ‘Social Services, Counselling and Related Professionals’ has been created to separately group social services related professionals, which were previously classified in the same minor group as social science researchers and religious professionals. This is in recognition of the growing importance of Care Economy in Singapore and also enables a larger variety of occupations to be identified in the social services sector. For instance, a new four-digit Unit Group 2664 ‘Employment Support Professionals’ has been created under this minor group to accommodate emerging occupations such as job coach (disability) who provides assistance to persons with disabilities to secure and retain employment. Reclassification of Occupations Across Major Groups and Unit Groups 4.10 Some occupations have been reclassified across unit groups, taking into consideration the main tasks and duties of these occupations in the context of Singapore and developments in recent years. For instance, ‘multimedia games designer’ and ‘interaction designer’ have been reclassified from Unit Group 2166 to Unit Group 2512 given that the nature of work is more related to information and communications technology (ICT). Another example is the reclassification of ‘Educarer’ from Major Group 5 to Major Group 3. This takes into account that other than just providing care and supervision, educarers also plan and conduct educational and play activities that are intended to promote the development of children below primary school-going age, in line with the tasks of preschool educators in Major Group 3. 14  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Removal of Obsolete Codes 4.11 SSOC codes that are obsolete or have low employment counts have been removed. This is to ensure that the SSOC remains relevant and allows for new codes to be created to meet users’ needs. About 20 obsolete five-digit codes, mostly in Major Groups 7 and 8, have been merged into approximately 16 five-digit codes. Improvements to Alphabetical Index 4.12 Some 1,000 new alphabetical index entries have been added to facilitate easier coding. For comprehensiveness and ease of identifying occupational titles without the need to cross check between multiple documents, SSOC occupational titles have been added to the alphabetical index. They are labelled “Principal Title” to distinguish them from the alternative titles in the alphabetical index. An additional of some 270 new job titles have been added in the index by including constituent job titles from main occupational titles to facilitate the use of the index for coding. For example, SSOC 13302 ‘Software and applications manager’ will have “Software development manager” and “Application development manager” included in the alphabetical index as shown in the below table.",environmental-commodities-trader
24354,Environmental commodities trader,2,Professionals,24,2436 Commodities and Ship Brokers,environmental-commodities-trader
24362,Ship broker,2,Professionals,24,25 INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT) PROFESSIONALS 251 SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS 2511 Systems Analysts,ship-broker
25114,ICT product manager,2,Professionals,25,"2512 Software, Web, Multimedia and Games Developers and Designers",ict-product-manager
25125,DevOps engineer,2,Professionals,25,2514 Applications and Systems Programmers,devops-engineer
25141,Applications/Systems programmer,2,Professionals,25,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  33 Major Group 2: Professionals,applications-systems-programmer
25143,Artificial intelligence/Machine learning engineer,2,Professionals,25,2515 Information and Communications Technology (ICT) Testing and Quality Assurance Professionals,artificial-intelligence-machine-learning-engineer
25152,ICT auditor,2,Professionals,25,2519 Software and Applications Developers and Analysts Not Elsewhere Classified,ict-auditor
25190,Software and applications developer/analyst n.e.c.,2,Professionals,25,"252 DATABASE, NETWORK, INFRASTRUCTURE AND CYBERSECURITY PROFESSIONALS 2521 Database Designers, Administrators and Data Engineers",software-and-applications-developer-analyst-n-e-c
25213,Data engineer,2,Professionals,25,"2522 Network, Servers, Applications and Computer Systems Administrators",data-engineer
25220,Network/Server/Applications/Computer systems administrator,2,Professionals,25,"2523 Computer Network, Infrastructure and Platform Professionals",network-server-applications-computer-systems-administrator
25239,Computer network/infrastructure/platform professional n.e.c.,2,Professionals,25,2524 Cybersecurity Professionals,computer-network-infrastructure-platform-professional-n-e-c
25249,Cybersecurity professional n.e.c.,2,Professionals,25,"2529 Database, Network, Infrastructure and Cybersecurity Professionals Not Elsewhere Classified",cybersecurity-professional-n-e-c
25291,Data centre engineer,2,Professionals,25,34  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals,data-centre-engineer
25299,Other database/network/infrastructure/cybersecurity professional n.e.c.,2,Professionals,25,"26 LEGAL, SOCIAL, RELIGIOUS AND CULTURAL PROFESSIONALS 261 LEGAL PROFESSIONALS 2611 Lawyers",other-database-network-infrastructure-cybersecurity-professional-n-e-c
26119,Lawyer n.e.c.,2,Professionals,26,2612 Judges,lawyer-n-e-c
26120,Judge,2,Professionals,26,2619 Legal Professionals Not Elsewhere Classified,judge
26199,Other legal professional n.e.c.,2,Professionals,26,"262 LIBRARIANS, ARCHIVISTS AND CURATORS 2621 Archivists, Curators and Conservators",other-legal-professional-n-e-c
26213,Conservator,2,Professionals,26,2622 Librarians and Related Information Professionals,conservator
26229,Librarian and related information professional n.e.c.,2,Professionals,26,263 SOCIAL SCIENCE RESEARCHERS AND PROFESSIONALS; RELIGIOUS PROFESSIONALS 2631 Economists,librarian-and-related-information-professional-n-e-c
26310,Economist,2,Professionals,26,"2632 Sociologists, Anthropologists and Related Professionals",economist
26322,Social science researcher,2,Professionals,26,"2633 Historians, Political Scientists and Related Social Science Professionals",social-science-researcher
26339,Historian/Political scientist and related social science professional n.e.c.,2,Professionals,26,2636 Religious Professionals Singapore Department of Statistics Singapore Standard Occupational Classification 2024  35 Major Group 2: Professionals,historian-political-scientist-and-related-social-science-professional-n-e-c
26369,Religious professional n.e.c.,2,Professionals,26,"264 AUTHORS, JOURNALISTS AND EDITORS 2641 Authors and Related Writers",religious-professional-n-e-c
26419,Author and related writer n.e.c.,2,Professionals,26,2642 Journalists,author-and-related-writer-n-e-c
26422,Editor (news/periodicals),2,Professionals,26,2643 Translators and Interpreters,editor-news-periodicals
26432,Interpreter,2,Professionals,26,265 CREATIVE AND PERFORMING ARTISTS 2651 Visual Artists,interpreter
26519,Visual artist n.e.c.,2,Professionals,26,"2652 Musicians, Composers and Singers",visual-artist-n-e-c
26529,Musician/Composer/Singer n.e.c.,2,Professionals,26,2653 Dancers and Choreographers,musician-composer-singer-n-e-c
26530,Dancer/Choreographer,2,Professionals,26,"2654 Film, Stage and Related Directors and Producers",dancer-choreographer
26541,Producer (stage/film/television/commercial/video/radio),2,Professionals,26,36  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 2: Professionals,producer-stage-film-television-commercial-video-radio
26549,Film/Stage and related director/producer n.e.c.,2,Professionals,26,2655 Actors,film-stage-and-related-director-producer-n-e-c
26550,Actor,2,Professionals,26,2656 Radio and Television Presenters and Related Professionals,actor
26569,Radio/Television presenter and related professional n.e.c.,2,Professionals,26,"266 SOCIAL SERVICES, COUNSELLING AND RELATED PROFESSIONALS 2661 Psychologists",radio-television-presenter-and-related-professional-n-e-c
26619,Psychologist n.e.c.,2,Professionals,26,2662 Social Work Professionals,psychologist-n-e-c
26629,Social work professional n.e.c.,2,Professionals,26,2663 Counselling Professionals,social-work-professional-n-e-c
26639,Counselling professional n.e.c.,2,Professionals,26,2664 Employment Support Professionals,counselling-professional-n-e-c
26640,Job coach (disability),2,Professionals,26,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  37 Major Group 3: Associate Professionals and Technicians Major Group 3: Associate Professionals and Technicians 3 ASSOCIATE PROFESSIONALS AND TECHNICIANS 31 PHYSICAL AND ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS 310 ASSISTANT ENGINEERS 3100 Assistant Engineers,job-coach-disability
31009,Assistant engineer n.e.c.,3,Technicians and Associate Professionals,31,311 PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS I 3111 Chemical and Physical Science Technicians,assistant-engineer-n-e-c
31119,Chemical/Physical science technician n.e.c.,3,Technicians and Associate Professionals,31,3112 Civil Engineering Technicians,chemical-physical-science-technician-n-e-c
31129,Civil engineering technician n.e.c.,3,Technicians and Associate Professionals,31,3113 Electrical Engineering Technicians,civil-engineering-technician-n-e-c
31132,Lift technician,3,Technicians and Associate Professionals,31,3114 Electronics Engineering Technicians,lift-technician
31144,Instrumentation technician,3,Technicians and Associate Professionals,31,38  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians 3115 Mechanical Engineering Technicians (Excluding Transport and Vehicle Engineering Technicians),instrumentation-technician
31153,Machining/Tooling technician,3,Technicians and Associate Professionals,31,3116 Chemical Engineering Technicians,machining-tooling-technician
31161,"Chemical engineering technician (excluding petroleum, natural gas and",3,Technicians and Associate Professionals,31,petrochemical),chemical-engineering-technician-excluding-petroleum-natural-gas-and
31164,Food science technician,3,Technicians and Associate Professionals,31,3117 Manufacturing Engineering Technicians,food-science-technician
31175,Quality assurance technician,3,Technicians and Associate Professionals,31,3118 Draughtspersons,quality-assurance-technician
31189,Draughtsperson n.e.c.,3,Technicians and Associate Professionals,31,312 PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS II (Cont’d) 3121 Transport and Vehicle Engineering Technicians,draughtsperson-n-e-c
31214,Rolling stock engineering technician,3,Technicians and Associate Professionals,31,3129 Physical and Engineering Science Technicians Not Elsewhere Classified Singapore Department of Statistics Singapore Standard Occupational Classification 2024  39 Major Group 3: Associate Professionals and Technicians,rolling-stock-engineering-technician
31299,Other physical/engineering science technician n.e.c.,3,Technicians and Associate Professionals,31,313 PROCESS CONTROL TECHNICIANS 3131 Power Generating Plant Operators,other-physical-engineering-science-technician-n-e-c
31310,Power generating plant operator,3,Technicians and Associate Professionals,31,3132 Incinerator and Water Treatment Plant and Related Machine Operators,power-generating-plant-operator
