ssoc_code,title,major_group,major_group_label,sub_major,description,slug
31329,Incinerator/Water treatment plant and related machine operator n.e.c.,3,Technicians and Associate Professionals,31,3133 Chemical Processing Plant Controllers,incinerator-water-treatment-plant-and-related-machine-operator-n-e-c
31332,Pharmaceutical products machine controller,3,Technicians and Associate Professionals,31,3134 Petroleum and Natural Gas Refining Plant Operators,pharmaceutical-products-machine-controller
31342,Cylinder filler/tester (compressed/liquefied gases),3,Technicians and Associate Professionals,31,3135 Metal Production Process Controllers,cylinder-filler-tester-compressed-liquefied-gases
31350,Metal production process controller,3,Technicians and Associate Professionals,31,3139 Process Control Technicians Not Elsewhere Classified,metal-production-process-controller
31399,Other process control technician n.e.c.,3,Technicians and Associate Professionals,31,314 LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS 3141 Life Science Technicians (Excluding Medical) 40  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians,other-process-control-technician-n-e-c
31419,Life science technician (excluding medical) n.e.c.,3,Technicians and Associate Professionals,31,"3142 Agronomy, Horticultural and Farming Technicians",life-science-technician-excluding-medical-n-e-c
31423,Farming technician (animal production),3,Technicians and Associate Professionals,31,315 SHIP AND AIRCRAFT CONTROLLERS AND TECHNICIANS 3151 Ship Engineering Officers,farming-technician-animal-production
31510,Marine engineering officer,3,Technicians and Associate Professionals,31,3152 Ships’ Deck Officers and Pilots,marine-engineering-officer
31529,Ship’s deck officer/pilot n.e.c.,3,Technicians and Associate Professionals,31,3154 Air Traffic Controllers,ship-s-deck-officer-pilot-n-e-c
31540,Air traffic controller,3,Technicians and Associate Professionals,31,3156 Sea Traffic Controllers,air-traffic-controller
31560,Sea traffic controller,3,Technicians and Associate Professionals,31,3157 Transport Operations Supervisors,sea-traffic-controller
31579,Transport operations supervisor n.e.c.,3,Technicians and Associate Professionals,31,3159 Transport Controllers and Related Workers Not Elsewhere Classified,transport-operations-supervisor-n-e-c
31595,Load control officer (aircraft),3,Technicians and Associate Professionals,31,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  41 Major Group 3: Associate Professionals and Technicians,load-control-officer-aircraft
31599,Other transport controller and related worker n.e.c.,3,Technicians and Associate Professionals,31,316 PREMISES AND PARKS OFFICERS 3160 Premises and Parks Officers,other-transport-controller-and-related-worker-n-e-c
31603,Parks officer,3,Technicians and Associate Professionals,31,"317 BUILDING, QUALITY AND SAFETY INSPECTORS 3171 Building and Fire Inspectors",parks-officer
31719,Building/Fire inspector n.e.c.,3,Technicians and Associate Professionals,31,3172 Quality and Safety Inspectors,building-fire-inspector-n-e-c
31720,Safety inspector (vehicles/processes/products),3,Technicians and Associate Professionals,31,32 HEALTH ASSOCIATE PROFESSIONALS 321 MEDICAL AND PHARMACEUTICAL TECHNICIANS 3211 Medical Imaging and Therapeutic Equipment Technicians,safety-inspector-vehicles-processes-products
32119,Medical imaging/therapeutic equipment technician n.e.c.,3,Technicians and Associate Professionals,32,3212 Medical and Pathology Laboratory Technicians,medical-imaging-therapeutic-equipment-technician-n-e-c
32120,Medical/Pathology laboratory technician,3,Technicians and Associate Professionals,32,3213 Pharmacy Technicians,medical-pathology-laboratory-technician
32130,Pharmacy technician,3,Technicians and Associate Professionals,32,3214 Medical and Dental Prosthetic Technicians,pharmacy-technician
32143,Dental technician,3,Technicians and Associate Professionals,32,322 NURSING ASSOCIATE PROFESSIONALS 3220 Nursing Associate Professionals 42  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians,dental-technician
32200,Enrolled/Assistant nurse (excluding registered nurse),3,Technicians and Associate Professionals,32,323 TRADITIONAL AND COMPLEMENTARY MEDICINE ASSOCIATE PROFESSIONALS 3230 Traditional and Complementary Medicine Associate Professionals,enrolled-assistant-nurse-excluding-registered-nurse
32300,Traditional and complementary medicine associate professional,3,Technicians and Associate Professionals,32,324 VETERINARY TECHNICIANS AND ASSISTANTS 3240 Veterinary Technicians and Assistants,traditional-and-complementary-medicine-associate-professional
32400,Veterinary technician/assistant,3,Technicians and Associate Professionals,32,325 OTHER HEALTH ASSOCIATE PROFESSIONALS 3251 Oral Health Therapists,veterinary-technician-assistant
32510,Oral health therapist,3,Technicians and Associate Professionals,32,3253 Community Health Workers,oral-health-therapist
32530,Community health worker,3,Technicians and Associate Professionals,32,3254 Opticians,community-health-worker
32540,Optician,3,Technicians and Associate Professionals,32,3255 Physiotherapy Technicians and Related Associate Professionals,optician
32559,Physiotherapy technician and related associate professional n.e.c.,3,Technicians and Associate Professionals,32,3257 Environmental and Occupational Health Inspectors,physiotherapy-technician-and-related-associate-professional-n-e-c
32572,Occupational health and safety inspector,3,Technicians and Associate Professionals,32,3259 Health Associate Professionals Not Elsewhere Classified,occupational-health-and-safety-inspector
32599,Other health associate professional n.e.c.,3,Technicians and Associate Professionals,32,33 BUSINESS AND ADMINISTRATION ASSOCIATE PROFESSIONALS 331 FINANCIAL AND MATHEMATICAL ASSOCIATE PROFESSIONALS 3312 Credit and Loans Officers,other-health-associate-professional-n-e-c
33120,Credit/Loans officer,3,Technicians and Associate Professionals,33,3313 Accounting Associate Professionals,credit-loans-officer
33132,Audit associate professional,3,Technicians and Associate Professionals,33,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  43 Major Group 3: Associate Professionals and Technicians,audit-associate-professional
33133,Tax associate professional,3,Technicians and Associate Professionals,33,3315 Valuers and Loss Assessors,tax-associate-professional
33153,Intangible asset valuer,3,Technicians and Associate Professionals,33,3316 Financial Services Back Office Administrators,intangible-asset-valuer
33160,Financial services back office administrator,3,Technicians and Associate Professionals,33,332 SALES AND RELATED ASSOCIATE PROFESSIONALS 3321 Insurance Representatives and Related Associate Professionals,financial-services-back-office-administrator
33219,Insurance representative and related associate professional n.e.c.,3,Technicians and Associate Professionals,33,3322 Commercial and Marketing Sales Executives,insurance-representative-and-related-associate-professional-n-e-c
33229,Commercial/Marketing sales executive n.e.c.,3,Technicians and Associate Professionals,33,3323 Buyers and Purchasing Agents,commercial-marketing-sales-executive-n-e-c
33232,Purchasing agent,3,Technicians and Associate Professionals,33,3329 Sales and Related Associate Professionals Not Elsewhere Classified,purchasing-agent
33299,Other sales and related associate professional n.e.c.,3,Technicians and Associate Professionals,33,"333 BUSINESS SERVICES AGENTS 3331 Shipping, Clearing and Forwarding Agents",other-sales-and-related-associate-professional-n-e-c
33313,Freight inspector,3,Technicians and Associate Professionals,33,3332 Conference and Event Planners 44  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians,freight-inspector
33320,Exhibition/Conference/Event planner,3,Technicians and Associate Professionals,33,3333 Employment Agents and Labour Contractors,exhibition-conference-event-planner
33330,Employment agent/Labour contractor,3,Technicians and Associate Professionals,33,3334 Real Estate Agents,employment-agent-labour-contractor
33340,Real estate agent,3,Technicians and Associate Professionals,33,3339 Business Services Agents Not Elsewhere Classified,real-estate-agent
33399,Other business services agent n.e.c.,3,Technicians and Associate Professionals,33,334 ADMINISTRATIVE ASSOCIATE PROFESSIONALS 3346 Logistics and Maintenance Planners,other-business-services-agent-n-e-c
33462,Maintenance planner,3,Technicians and Associate Professionals,33,3349 Administrative and Related Associate Professionals Not Elsewhere Classified,maintenance-planner
33499,Other administrative and related associate professional n.e.c.,3,Technicians and Associate Professionals,33,335 GOVERNMENT ASSOCIATE PROFESSIONALS 3351 Customs and Immigration Officers,other-administrative-and-related-associate-professional-n-e-c
33510,Customs/Immigration officer,3,Technicians and Associate Professionals,33,3355 Police Inspectors,customs-immigration-officer
33552,Auxiliary police officer supervisor,3,Technicians and Associate Professionals,33,3359 Government Associate Professionals Not Elsewhere Classified,auxiliary-police-officer-supervisor
33592,Government social benefits official,3,Technicians and Associate Professionals,33,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  45 Major Group 3: Associate Professionals and Technicians,government-social-benefits-official
33599,Other government associate professional n.e.c.,3,Technicians and Associate Professionals,33,336 TRANSPORT OPERATIONS PLANNERS AND EXECUTIVES 3360 Transport Equipment Project Executives,other-government-associate-professional-n-e-c
33609,Transport equipment project executive n.e.c.,3,Technicians and Associate Professionals,33,"34 LEGAL, SOCIAL, CULTURAL AND RELATED ASSOCIATE PROFESSIONALS 341 LEGAL AND SOCIAL ASSOCIATE PROFESSIONALS 3411 Legal Associate Professionals",transport-equipment-project-executive-n-e-c
34110,Legal associate professional,3,Technicians and Associate Professionals,34,3412 Social Work Associate Professionals,legal-associate-professional
34123,Volunteer executive,3,Technicians and Associate Professionals,34,342 SPORTS AND FITNESS WORKERS 3421 Athletes and Sportspersons,volunteer-executive
34210,Athlete/Sportsperson,3,Technicians and Associate Professionals,34,"3422 Sports Coaches, Instructors, Officials and Related Associate Professionals",athlete-sportsperson
34229,Sports coach/instructor/official and related associate professional n.e.c.,3,Technicians and Associate Professionals,34,343 ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS 3431 Photographers,sports-coach-instructor-official-and-related-associate-professional-n-e-c
34310,Photographer,3,Technicians and Associate Professionals,34,3432 Interior Designers and Decorators,photographer
34321,Interior designer,3,Technicians and Associate Professionals,34,46  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians,interior-designer
34323,Visual merchandiser,3,Technicians and Associate Professionals,34,"3433 Gallery, Museum and Library Technicians",visual-merchandiser
34332,Gallery/Museum and related technician,3,Technicians and Associate Professionals,34,3434 Chefs,gallery-museum-and-related-technician
34343,Pastry chef,3,Technicians and Associate Professionals,34,3439 Artistic and Cultural Associate Professionals Not Elsewhere Classified,pastry-chef
34399,Other artistic/cultural associate professional n.e.c.,3,Technicians and Associate Professionals,34,344 CREATIVE AND PERFORMING ARTS ASSOCIATE PROFESSIONALS 3440 Creative and Performing Arts Associate Professionals,other-artistic-cultural-associate-professional-n-e-c
34409,Creative/Performing arts associate professional n.e.c.,3,Technicians and Associate Professionals,34,35 INFORMATION AND COMMUNICATIONS TECHNICIANS 351 INFORMATION AND COMMUNICATIONS TECHNOLOGY OPERATORS AND TECHNICIANS 3511 Computer Systems Operators,creative-performing-arts-associate-professional-n-e-c
35110,Computer systems operator,3,Technicians and Associate Professionals,35,3512 Computer Technicians,computer-systems-operator
35129,Computer technician n.e.c.,3,Technicians and Associate Professionals,35,3514 Website Administrators,computer-technician-n-e-c
35140,Website administrator/Webmaster,3,Technicians and Associate Professionals,35,352 TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS AND AUDIO- VISUAL OPERATORS 3521 Broadcasting Technicians and Audio-Visual Operators Singapore Department of Statistics Singapore Standard Occupational Classification 2024  47 Major Group 3: Associate Professionals and Technicians,website-administrator-webmaster
35219,Broadcasting technician/Audio-visual operator n.e.c.,3,Technicians and Associate Professionals,35,3522 Telecommunications Engineering Technicians,broadcasting-technician-audio-visual-operator-n-e-c
35220,Telecommunications engineering technician,3,Technicians and Associate Professionals,35,3523 Telecommunications Equipment Operators,telecommunications-engineering-technician
35239,Telecommunications equipment operator n.e.c.,3,Technicians and Associate Professionals,35,3529 Telecommunications and Broadcasting Technicians and Audio-Visual Operators Not Elsewhere Classified,telecommunications-equipment-operator-n-e-c
35290,Telecommunications/Broadcasting technician/Audio-visual operator n.e.c.,3,Technicians and Associate Professionals,35,36 TEACHING ASSOCIATE PROFESSIONALS 361 PRESCHOOL EDUCATION TEACHERS 3610 Preschool Education Teachers,telecommunications-broadcasting-technician-audio-visual-operator-n-e-c
36100,Preschool education teacher,3,Technicians and Associate Professionals,36,362 EXTRACURRICULUM INSTRUCTORS 3620 Extracurriculum Instructors,preschool-education-teacher
36209,Extracurriculum instructor n.e.c.,3,Technicians and Associate Professionals,36,369 TEACHING ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED 3691 Private Tutors,extracurriculum-instructor-n-e-c
36910,Private tutor (academic),3,Technicians and Associate Professionals,36,48  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 3: Associate Professionals and Technicians 3699 Teaching Associate Professionals Not Elsewhere Classified,private-tutor-academic
36999,Other teaching associate professional n.e.c.,3,Technicians and Associate Professionals,36,39 OTHER ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED 399 OTHER ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED 3991 Religious Associate Professionals,other-teaching-associate-professional-n-e-c
39910,Non-ordained religious associate professional,3,Technicians and Associate Professionals,39,Singapore Department of Statistics Singapore Standard Occupational Classification 2024  49 Major Group 4: Clerical Support Workers Major Group 4: Clerical Support Workers 4 CLERICAL SUPPORT WORKERS 40 CLERICAL SUPERVISORS 400 CLERICAL SUPERVISORS 4000 Clerical Supervisors,non-ordained-religious-associate-professional
40000,Office supervisor,4,Clerical Support Workers,40,41 GENERAL AND KEYBOARD CLERKS 411 GENERAL OFFICE CLERKS 4110 General Office Clerks,office-supervisor
41109,General office clerk n.e.c.,4,Clerical Support Workers,41,412 SECRETARIES AND VERBATIM REPORTERS 4120 Secretaries and Verbatim Reporters,general-office-clerk-n-e-c
41202,Verbatim reporter,4,Clerical Support Workers,41,413 KEYBOARD OPERATORS 4131 Typists and Word Processing Operators,verbatim-reporter
41310,Typist/Word processing operator,4,Clerical Support Workers,41,4132 Data Entry Clerks,typist-word-processing-operator
41320,Data entry clerk,4,Clerical Support Workers,41,"42 CUSTOMER SERVICES OFFICERS AND CLERKS 421 TELLERS, MONEY COLLECTORS AND RELATED CLERKS 4211 Bank Tellers and Related Counter Clerks",data-entry-clerk
42119,Bank teller and related counter clerk n.e.c.,4,Clerical Support Workers,42,4213 Pawnbrokers and Moneylenders,bank-teller-and-related-counter-clerk-n-e-c
42132,Moneylender,4,Clerical Support Workers,42,50  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 4: Clerical Support Workers 4214 Bill Collectors and Related Workers,moneylender
42149,Bill collector and related worker n.e.c.,4,Clerical Support Workers,42,422 CLIENT INFORMATION CLERKS 4221 Travel Agency and Related Clerks,bill-collector-and-related-worker-n-e-c
42210,Travel consultant/reservation executive,4,Clerical Support Workers,42,4223 Telephone Operators,travel-consultant-reservation-executive
42230,Telephone operator,4,Clerical Support Workers,42,"4224 Receptionists, Customer Service and Information Clerks",telephone-operator
42249,Receptionist/Customer service/information clerk n.e.c.,4,Clerical Support Workers,42,4229 Client Information Clerks Not Elsewhere Classified,receptionist-customer-service-information-clerk-n-e-c
42290,Client information clerk n.e.c.,4,Clerical Support Workers,42,43 NUMERICAL AND MATERIAL-RECORDING CLERKS 431 NUMERICAL CLERKS 4311 Accounting and Bookkeeping Clerks,client-information-clerk-n-e-c
43119,Accounting/Bookkeeping clerk n.e.c.,4,Clerical Support Workers,43,4312 Finance and Insurance Clerks Singapore Department of Statistics Singapore Standard Occupational Classification 2024  51 Major Group 4: Clerical Support Workers,accounting-bookkeeping-clerk-n-e-c
43129,Finance/Insurance clerk n.e.c.,4,Clerical Support Workers,43,4314 Statistical Clerks,finance-insurance-clerk-n-e-c
43142,Enumerator/Market research interviewer,4,Clerical Support Workers,43,4315 Computer Operations Clerks,enumerator-market-research-interviewer
43159,Computer operations clerk n.e.c.,4,Clerical Support Workers,43,432 MATERIAL-RECORDING AND TRANSPORT CLERKS 4321 Stock Clerks,computer-operations-clerk-n-e-c
43219,Stock clerk n.e.c.,4,Clerical Support Workers,43,4322 Production Clerks,stock-clerk-n-e-c
43229,Production clerk n.e.c.,4,Clerical Support Workers,43,4323 Transport Clerks,production-clerk-n-e-c
43239,Transport clerk n.e.c.,4,Clerical Support Workers,43,44 OTHER CLERICAL SUPPORT WORKERS 441 OTHER CLERICAL SUPPORT WORKERS 4411 Library Clerks,transport-clerk-n-e-c
44110,Library clerk,4,Clerical Support Workers,44,4412 Mail Carriers and Sorting Workers,library-clerk
44121,Postal service supervisor,4,Clerical Support Workers,44,52  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 4: Clerical Support Workers,postal-service-supervisor
44129,Mail carrier/sorting worker n.e.c.,4,Clerical Support Workers,44,4417 Legal Clerks,mail-carrier-sorting-worker-n-e-c
44170,Legal clerk,4,Clerical Support Workers,44,4419 Clerical Support Workers Not Elsewhere Classified,legal-clerk
44199,Other clerical support worker n.e.c.,4,Clerical Support Workers,44,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  53 Major Group 5: Service and Sales Workers Major Group 5: Service and Sales Workers 5 SERVICES AND SALES WORKERS 51 PERSONAL SERVICES WORKERS 511 TRAVEL ATTENDANTS, CONDUCTORS AND GUIDES 5111 Travel Attendants and Stewards",other-clerical-support-worker-n-e-c
51112,Cabin attendant/steward,5,Service and Sales Workers,51,5112 Transport Service Inspectors and Related Workers,cabin-attendant-steward
51129,Transport service inspector and related worker n.e.c.,5,Service and Sales Workers,51,5113 Tour and Related Guides,transport-service-inspector-and-related-worker-n-e-c
51132,Attractions guide,5,Service and Sales Workers,51,512 COOKS 5120 Cooks,attractions-guide
51202,Senior cook,5,Service and Sales Workers,51,513 WAITERS AND BARTENDERS 5131 Waiters,senior-cook
51313,Sommelier,5,Service and Sales Workers,51,5132 Bartenders and Baristas,sommelier
51322,Barista,5,Service and Sales Workers,51,5133 Bar and Lounge Hostesses,barista
51330,Bar/Lounge hostess,5,Service and Sales Workers,51,5139 Waiters and Bartenders Not Elsewhere Classified,bar-lounge-hostess
51390,Waiter/Bartender n.e.c.,5,Service and Sales Workers,51,"514 HAIRDRESSERS, BEAUTICIANS AND RELATED WORKERS 54  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 5: Service and Sales Workers 5141 Hairdressers, Barbers and Related Workers",waiter-bartender-n-e-c
51419,Hairdresser/Barber and related worker n.e.c.,5,Service and Sales Workers,51,5142 Beauticians and Related Workers,hairdresser-barber-and-related-worker-n-e-c
51423,Makeup artist (stage/film/studio),5,Service and Sales Workers,51,5149 Wellness Related Workers Not Elsewhere Classified,makeup-artist-stage-film-studio
51499,Other wellness related worker n.e.c.,5,Service and Sales Workers,51,515 HOUSEKEEPERS AND RELATED WORKERS 5150 Housekeepers and Related Workers,other-wellness-related-worker-n-e-c
51509,Housekeeper and related worker n.e.c.,5,Service and Sales Workers,51,"517 BOOKMAKERS, CROUPIERS AND RELATED GAMING WORKERS 5170 Bookmakers, Croupiers and Related Gaming Workers",housekeeper-and-related-worker-n-e-c
51702,Bookmaker/Croupier/Casino dealer and related gaming worker,5,Service and Sales Workers,51,"519 PERSONAL SERVICES WORKERS NOT ELSEWHERE CLASSIFIED 5191 Astrologers, Fortune-Tellers and Related Workers",bookmaker-croupier-casino-dealer-and-related-gaming-worker
51910,Astrologer/Fortune-teller and related worker,5,Service and Sales Workers,51,5193 Funeral Directors and Embalmers,astrologer-fortune-teller-and-related-worker
51932,Embalmer,5,Service and Sales Workers,51,"Singapore Department of Statistics Singapore Standard Occupational Classification 2024  55 Major Group 5: Service and Sales Workers 5194 Pet Groomers, Animal Keepers and Trainers",embalmer
51949,Pet groomer/Animal keeper/trainer n.e.c.,5,Service and Sales Workers,51,5195 Driving Instructors,pet-groomer-animal-keeper-trainer-n-e-c
51950,Driving instructor/tester,5,Service and Sales Workers,51,5199 Other Personal Services Workers Not Elsewhere Classified,driving-instructor-tester
51999,Other personal services worker n.e.c.,5,Service and Sales Workers,51,52 SALES WORKERS 521 STALL SALES WORKERS 5211 Hawkers and Stall Holders (Excluding Prepared Food and Drinks),other-personal-services-worker-n-e-c
52110,Hawker/Stall holder (excluding prepared food and drinks),5,Service and Sales Workers,52,5212 Hawkers and Stall Holders (Prepared Food or Drinks),hawker-stall-holder-excluding-prepared-food-and-drinks
52120,Hawker/Stall holder (prepared food/drinks),5,Service and Sales Workers,52,5213 Newsvendors,hawker-stall-holder-prepared-food-drinks
52130,Newsvendor,5,Service and Sales Workers,52,5219 Stall Sales Workers Not Elsewhere Classified,newsvendor
52190,Stall sales worker n.e.c.,5,Service and Sales Workers,52,522 SHOP SALESPERSONS 5220 Shop and Store Salespersons,stall-sales-worker-n-e-c
52202,Shop sales assistant,5,Service and Sales Workers,52,523 CASHIERS AND TICKET CLERKS 5230 Cashiers and Ticket Clerks,shop-sales-assistant
52303,Office cashier,5,Service and Sales Workers,52,56  Singapore Department of Statistics Singapore Standard Occupational Classification 2024 Major Group 5: Service and Sales Workers,office-cashier
52309,Cashier/Ticket clerk n.e.c.,5,Service and Sales Workers,52,"524 MODELS, SALES DEMONSTRATORS AND RELATED SALES WORKERS 5241 Fashion and Related Models",cashier-ticket-clerk-n-e-c
52410,Fashion and related model,5,Service and Sales Workers,52,5242 Sales Demonstrators and Door-to-Door Salespersons,fashion-and-related-model
